DIP    1      1   -0.756772E-03   -0.294617E-03    0.330215E-03
DIP    1      2   -0.757071E-03   -0.294770E-03    0.138753E-01
DIP    1      3   -0.757319E-03   -0.294858E-03    0.268884E-01
DIP    1      4   -0.757385E-03   -0.294822E-03    0.390087E-01
DIP    1      5   -0.757233E-03   -0.294641E-03    0.501751E-01
DIP    1      6   -0.756959E-03   -0.294364E-03    0.605715E-01
DIP    1      7   -0.756734E-03   -0.294080E-03    0.704523E-01
DIP    1      8   -0.756701E-03   -0.293863E-03    0.799494E-01
DIP    1      9   -0.756885E-03   -0.293736E-03    0.889672E-01
DIP    1     10   -0.757186E-03   -0.293651E-03    0.972184E-01
DIP    1     11   -0.757433E-03   -0.293530E-03    0.104375E+00
DIP    1     12   -0.757491E-03   -0.293305E-03    0.110246E+00
DIP    1     13   -0.757342E-03   -0.292965E-03    0.114878E+00
DIP    1     14   -0.757089E-03   -0.292560E-03    0.118526E+00
DIP    1     15   -0.756900E-03   -0.292172E-03    0.121509E+00
DIP    1     16   -0.756903E-03   -0.291865E-03    0.124050E+00
DIP    1     17   -0.757111E-03   -0.291650E-03    0.126163E+00
DIP    1     18   -0.757419E-03   -0.291477E-03    0.127680E+00
DIP    1     19   -0.757663E-03   -0.291270E-03    0.128374E+00
DIP    1     20   -0.757722E-03   -0.290974E-03    0.128111E+00
DIP    1     21   -0.757587E-03   -0.290584E-03    0.126953E+00
DIP    1     22   -0.757365E-03   -0.290152E-03    0.125140E+00
DIP    1     23   -0.757210E-03   -0.289754E-03    0.122977E+00
DIP    1     24   -0.757234E-03   -0.289444E-03    0.120687E+00
DIP    1     25   -0.757439E-03   -0.289223E-03    0.118320E+00
DIP    1     26   -0.757719E-03   -0.289044E-03    0.115754E+00
DIP    1     27   -0.757926E-03   -0.288838E-03    0.112803E+00
DIP    1     28   -0.757960E-03   -0.288558E-03    0.109344E+00
DIP    1     29   -0.757823E-03   -0.288209E-03    0.105411E+00
