     1	-2.33226228
     2	-2.33226228
     3	-2.33226228
     4	-2.33226228
     5	-2.33226228
     6	-2.33226228
     7	-2.33226228
     8	-2.33226227
     9	-2.33226227
    10	-2.33226227
    11	-2.33226226
    12	-2.33226225
    13	-2.33226223
    14	-2.33226222
    15	-2.33226221
    16	-2.33226219
    17	-2.33226216
    18	-2.33226213
    19	-2.33226210
    20	-2.33226206
    21	-2.33226201
    22	-2.33226195
    23	-2.33226187
    24	-2.33226179
    25	-2.33226169
    26	-2.33226158
    27	-2.33226146
    28	-2.33226131
    29	-2.33226115
    30	-2.33226096
    31	-2.33226076
    32	-2.33226054
    33	-2.33226030
    34	-2.33226003
    35	-2.33225974
    36	-2.33225943
    37	-2.33225909
    38	-2.33225874
    39	-2.33225836
    40	-2.33225796
    41	-2.33225752
    42	-2.33225707
    43	-2.33225658
    44	-2.33225607
    45	-2.33225554
    46	-2.33225499
    47	-2.33225443
    48	-2.33225385
    49	-2.33225325
    50	-2.33225264
    51	-2.33225200
    52	-2.33225133
    53	-2.33225064
    54	-2.33224992
    55	-2.33224919
    56	-2.33224844
    57	-2.33224768
    58	-2.33224690
    59	-2.33224611
    60	-2.33224532
    61	-2.33224451
    62	-2.33224370
    63	-2.33224288
    64	-2.33224204
    65	-2.33224121
    66	-2.33224037
    67	-2.33223953
    68	-2.33223868
    69	-2.33223784
    70	-2.33223699
    71	-2.33223615
    72	-2.33223531
    73	-2.33223448
    74	-2.33223366
    75	-2.33223284
    76	-2.33223202
    77	-2.33223122
    78	-2.33223042
    79	-2.33222963
    80	-2.33222885
    81	-2.33222807
    82	-2.33222729
    83	-2.33222652
    84	-2.33222576
    85	-2.33222500
    86	-2.33222424
    87	-2.33222350
    88	-2.33222275
    89	-2.33222201
    90	-2.33222128
    91	-2.33222056
    92	-2.33221984
    93	-2.33221914
    94	-2.33221844
    95	-2.33221776
    96	-2.33221708
    97	-2.33221643
    98	-2.33221578
    99	-2.33221515
   100	-2.33221454
   101	-2.33221395
   102	-2.33221337
   103	-2.33221282
   104	-2.33221228
   105	-2.33221176
   106	-2.33221126
   107	-2.33221079
   108	-2.33221033
   109	-2.33220990
   110	-2.33220949
   111	-2.33220910
   112	-2.33220873
   113	-2.33220838
   114	-2.33220806
   115	-2.33220775
   116	-2.33220747
   117	-2.33220722
   118	-2.33220698
   119	-2.33220675
   120	-2.33220655
   121	-2.33220636
   122	-2.33220619
   123	-2.33220604
   124	-2.33220591
   125	-2.33220579
   126	-2.33220568
   127	-2.33220559
   128	-2.33220551
   129	-2.33220544
   130	-2.33220537
   131	-2.33220532
   132	-2.33220527
   133	-2.33220524
   134	-2.33220522
   135	-2.33220520
   136	-2.33220520
   137	-2.33220519
   138	-2.33220519
   139	-2.33220518
   140	-2.33220517
   141	-2.33220517
   142	-2.33220518
   143	-2.33220520
   144	-2.33220522
   145	-2.33220524
   146	-2.33220527
   147	-2.33220530
   148	-2.33220533
   149	-2.33220535
   150	-2.33220538
   151	-2.33220540
   152	-2.33220542
   153	-2.33220544
   154	-2.33220547
   155	-2.33220550
   156	-2.33220553
   157	-2.33220556
   158	-2.33220560
   159	-2.33220563
   160	-2.33220566
   161	-2.33220569
   162	-2.33220572
   163	-2.33220574
   164	-2.33220575
   165	-2.33220576
   166	-2.33220577
   167	-2.33220577
   168	-2.33220577
   169	-2.33220577
   170	-2.33220577
   171	-2.33220577
