0.000000 0.000000
0.033344 0.000003
0.066689 0.000013
0.100033 0.000029
0.133378 0.000054
0.166722 0.000084
0.200067 0.000120
0.233411 0.000156
0.266756 0.000189
0.300100 0.000214
0.333444 0.000227
0.366789 0.000226
0.400133 0.000213
0.433478 0.000192
0.466822 0.000169
0.500167 0.000152
0.533511 0.000145
0.566856 0.000152
0.600200 0.000172
0.633545 0.000199
0.666889 0.000226
0.700233 0.000245
0.733578 0.000250
0.766922 0.000237
0.800267 0.000208
0.833611 0.000169
0.866956 0.000129
0.900300 0.000100
0.933645 0.000088
0.966989 0.000100
1.000333 0.000133
1.033678 0.000180
1.067022 0.000230
1.100367 0.000271
1.133711 0.000293
1.167056 0.000288
1.200400 0.000259
1.233745 0.000213
1.267089 0.000163
1.300433 0.000123
1.333778 0.000108
1.367122 0.000124
1.400467 0.000169
1.433811 0.000236
1.467156 0.000309
1.500500 0.000369
1.533845 0.000401
1.567189 0.000393
1.600534 0.000345
1.633878 0.000266
1.667222 0.000171
1.700567 0.000082
1.733911 0.000019
1.767256 -0.000004
1.800600 0.000017
1.833945 0.000075
1.867289 0.000153
1.900634 0.000227
1.933978 0.000276
1.967322 0.000282
2.000667 0.000240
2.034011 0.000155
2.067356 0.000044
2.100700 -0.000067
2.134045 -0.000152
2.167389 -0.000193
2.200734 -0.000178
2.234078 -0.000114
2.267422 -0.000019
2.300767 0.000082
2.334111 0.000159
2.367456 0.000188
2.400800 0.000156
2.434145 0.000065
2.467489 -0.000066
2.500834 -0.000209
2.534178 -0.000332
2.567523 -0.000406
2.600867 -0.000414
2.634211 -0.000356
2.667556 -0.000247
2.700900 -0.000117
2.734245 -0.000001
2.767589 0.000068
2.800934 0.000069
2.834278 -0.000001
2.867623 -0.000129
2.900967 -0.000283
2.934311 -0.000426
2.967656 -0.000521
3.001000 -0.000542
3.034345 -0.000483
3.067689 -0.000356
3.101034 -0.000192
3.134378 -0.000033
3.167723 0.000078
3.201067 0.000112
3.234411 0.000057
3.267756 -0.000079
3.301100 -0.000264
3.334445 -0.000453
3.367789 -0.000601
3.401134 -0.000671
3.434478 -0.000644
3.467823 -0.000527
3.501167 -0.000350
3.534512 -0.000158
3.567856 -0.000002
3.601200 0.000076
3.634545 0.000053
3.667889 -0.000069
3.701234 -0.000262
3.734578 -0.000477
3.767923 -0.000660
3.801267 -0.000764
3.834612 -0.000759
3.867956 -0.000644
3.901300 -0.000446
3.934645 -0.000213
3.967989 -0.000006
4.001334 0.000120
4.034678 0.000132
4.068023 0.000020
4.101367 -0.000190
4.134712 -0.000448
4.168056 -0.000690
4.201400 -0.000856
4.234745 -0.000903
4.268089 -0.000820
4.301434 -0.000627
4.334778 -0.000377
4.368123 -0.000139
4.401467 0.000020
4.434812 0.000049
4.468156 -0.000069
4.501501 -0.000314
4.534845 -0.000634
4.568189 -0.000951
4.601534 -0.001190
4.634878 -0.001290
4.668223 -0.001226
4.701567 -0.001011
4.734912 -0.000700
4.768256 -0.000372
4.801601 -0.000114
4.834945 0.000006
4.868289 -0.000049
4.901634 -0.000266
4.934978 -0.000593
4.968323 -0.000945
5.001667 -0.001229
5.035012 -0.001364
5.068356 -0.001312
5.101701 -0.001078
5.135045 -0.000721
5.168389 -0.000335
5.201734 -0.000026
5.235078 0.000116
5.268423 0.000037
5.301767 -0.000257
5.335112 -0.000705
5.368456 -0.001204
5.401801 -0.001632
5.435145 -0.001883
5.468489 -0.001895
5.501834 -0.001667
5.535178 -0.001264
5.568523 -0.000800
5.601867 -0.000412
5.635212 -0.000219
5.668556 -0.000287
5.701901 -0.000612
5.735245 -0.001106
5.768590 -0.001620
5.801934 -0.001967
5.835278 -0.001960
5.868623 -0.001440
5.901967 -0.000285
5.935312 0.001616
5.968656 0.004408
6.002001 0.008346
6.035345 0.013877
6.068690 0.021700
6.102034 0.032795
6.135378 0.048382
6.168723 0.069815
6.202067 0.098404
6.235412 0.135185
6.268756 0.180671
6.302101 0.234626
6.335445 0.295904
6.368790 0.362390
6.402134 0.431083
6.435478 0.498298
6.468823 0.560003
6.502167 0.612221
6.535512 0.651475
6.568856 0.675179
